date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,main
7/2/2000,cereals,sugar,tortillas,coffee/tea,sandwichloaves,dishwashingliquid/detergent,dishwashingliquid/detergent,dinnerrolls,vegetables,mixes,all-purpose,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
8/2/2000,bagels,shampoo,sandwichbags,soap,icecream,juice,shampoo,spaghettisauce,vegetables,yogurt,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,coffeetea
8/2/2000,bagels,soda,vegetables,shampoo,vegetables,poultry,eggs,waffles,lunchmeat,dinnerrolls,beef,butter,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,toiletpaper
9/2/2000,tortillas,waffles,vegetables,pork,beef,mixes,vegetables,poultry,soap,toiletpaper,waffles,vegetables,ketchup,poultry,sandwichbags,individualmeals,sugar,spaghettisauce,butter,beef,flour,flour,sugar,vegetables,sugar,sandwichbags,individualmeals,papertowels,sugar,tortillas,icecream,soda,,nan,dishwashingliquiddetergent
9/2/2000,ketchup,laundrydetergent,pork,cheeses,shampoo,juice,yogurt,juice,eggs,coffee/tea,sandwichbags,flour,vegetables,beef,poultry,handsoap,pork,mixes,tortillas,lunchmeat,dinnerrolls,individualmeals,soap,pasta,milk,sugar,all-purpose,,nan,nan,nan,nan,nan,nan,dinnerrolls
9/2/2000,soap,pork,tortillas,soap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,milk
0/2/2000,fruits,papertowels,sugar,individualmeals,handsoap,milk,soda,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,handsoap
1/2/2000,coffee/tea,pork,aluminumfoil,cheeses,soda,soda,bagels,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,fruits
2/2/2000,laundrydetergent,juice,ketchup,cheeses,aluminumfoil,waffles,pasta,vegetables,yogurt,eggs,aluminumfoil,tortillas,toiletpaper,papertowels,sandwichbags,aluminumfoil,all-purpose,icecream,dishwashingliquid/detergent,cheeses,vegetables,bagels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
2/2/2000,eggs,tortillas,vegetables,soda,vegetables,cereals,vegetables,mixes,toiletpaper,bagels,dinnerrolls,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
2/2/2000,butter,cereals,cereals,vegetables,lunchmeat,milk,milk,icecream,butter,butter,poultry,papertowels,cheeses,lunchmeat,waffles,beef,mixes,cereals,icecream,cereals,coffee/tea,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yogurt
2/2/2000,cereals,lunchmeat,sandwichloaves,vegetables,vegetables,pork,butter,poultry,soap,toiletpaper,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,flour
2/2/2000,sandwichbags,flour,all-purpose,shampoo,coffee/tea,bagels,shampoo,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
2/2/2000,dishwashingliquid/detergent,toiletpaper,spaghettisauce,mixes,all-purpose,cheeses,toiletpaper,toiletpaper,vegetables,coffee/tea,lunchmeat,spaghettisauce,flour,individualmeals,yogurt,handsoap,aluminumfoil,papertowels,sugar,pork,sandwichloaves,papertowels,yogurt,all-purpose,eggs,milk,coffee/tea,juice,ketchup,bagels,soap,,nan,nan,handsoap
3/2/2000,cereals,ketchup,shampoo,dishwashingliquid/detergent,bagels,beef,eggs,pasta,dishwashingliquid/detergent,individualmeals,waffles,soap,milk,pork,cereals,aluminumfoil,soda,mixes,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,individualmeals
3/2/2000,cheeses,cereals,sugar,soap,handsoap,sugar,spaghettisauce,milk,coffee/tea,aluminumfoil,soda,cereals,icecream,vegetables,lunchmeat,sandwichbags,yogurt,pork,pork,handsoap,bagels,pasta,mixes,tortillas,lunchmeat,spaghettisauce,vegetables,waffles,sugar,lunchmeat,,nan,nan,nan,shampoo
4/2/2000,ketchup,lunchmeat,juice,waffles,sandwichloaves,vegetables,vegetables,cheeses,vegetables,pork,lunchmeat,beef,tortillas,bagels,fruits,dishwashingliquid/detergent,shampoo,icecream,ketchup,spaghettisauce,all-purpose,butter,beef,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,flour
5/2/2000,pasta,all-purpose,bagels,lunchmeat,poultry,papertowels,coffee/tea,sugar,cereals,vegetables,handsoap,dishwashingliquid/detergent,mixes,bagels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
6/2/2000,poultry,vegetables,pork,vegetables,vegetables,vegetables,individualmeals,handsoap,vegetables,handsoap,pasta,all-purpose,toiletpaper,mixes,spaghettisauce,juice,spaghettisauce,tortillas,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
6/2/2000,laundrydetergent,cereals,toiletpaper,sandwichbags,poultry,vegetables,ketchup,mixes,dishwashingliquid/detergent,poultry,pork,flour,lunchmeat,eggs,waffles,vegetables,vegetables,yogurt,vegetables,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
7/2/2000,fruits,dishwashingliquid/detergent,mixes,vegetables,waffles,poultry,soda,pork,sugar,poultry,flour,dishwashingliquid/detergent,handsoap,bagels,coffee/tea,dinnerrolls,beef,flour,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,waffles
7/2/2000,pork,aluminumfoil,fruits,aluminumfoil,cereals,lunchmeat,coffee/tea,yogurt,bagels,sugar,sugar,eggs,sugar,fruits,toiletpaper,handsoap,vegetables,all-purpose,milk,pasta,sandwichloaves,soap,milk,coffee/tea,ketchup,bagels,flour,,nan,nan,nan,nan,nan,nan,cheeses
7/2/2000,sandwichloaves,vegetables,papertowels,vegetables,pasta,dishwashingliquid/detergent,ketchup,soda,soda,sandwichbags,dinnerrolls,all-purpose,ketchup,waffles,spaghettisauce,vegetables,shampoo,aluminumfoil,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichloaves
7/2/2000,waffles,beef,individualmeals,beef,shampoo,icecream,cheeses,poultry,vegetables,dinnerrolls,pasta,lunchmeat,fruits,bagels,dishwashingliquid/detergent,toiletpaper,beef,ketchup,ketchup,poultry,handsoap,individualmeals,pasta,icecream,toiletpaper,mixes,sandwichloaves,juice,shampoo,laundrydetergent,waffles,spaghettisauce,,nan,dinnerrolls
7/2/2000,bagels,coffee/tea,eggs,dishwashingliquid/detergent,cheeses,laundrydetergent,handsoap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,eggs
7/2/2000,icecream,shampoo,vegetables,milk,toiletpaper,cereals,laundrydetergent,dinnerrolls,sugar,pork,flour,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pork
8/2/2000,pasta,ketchup,sandwichbags,waffles,sugar,beef,pork,milk,icecream,soda,fruits,cereals,vegetables,fruits,flour,bagels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cheeses
1/3/2000,bagels,cheeses,soda,poultry,cheeses,vegetables,flour,dinnerrolls,handsoap,laundrydetergent,flour,vegetables,milk,dinnerrolls,fruits,all-purpose,dinnerrolls,pork,fruits,spaghettisauce,poultry,milk,handsoap,pork,soap,pork,vegetables,dishwashingliquid/detergent,poultry,poultry,aluminumfoil,pasta,,nan,beef
1/3/2000,cheeses,yogurt,coffee/tea,coffee/tea,beef,toiletpaper,shampoo,sandwichloaves,ketchup,sandwichloaves,papertowels,vegetables,vegetables,pork,lunchmeat,cheeses,cereals,icecream,tortillas,butter,flour,juice,waffles,handsoap,cheeses,,nan,nan,nan,nan,nan,nan,nan,nan,mixes
1/3/2000,papertowels,sugar,vegetables,sandwichloaves,spaghettisauce,shampoo,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,bagels
1/3/2000,beef,beef,sugar,toiletpaper,aluminumfoil,aluminumfoil,handsoap,all-purpose,yogurt,eggs,flour,fruits,waffles,waffles,waffles,spaghettisauce,yogurt,sandwichbags,all-purpose,aluminumfoil,butter,handsoap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
1/3/2000,juice,waffles,vegetables,waffles,lunchmeat,spaghettisauce,juice,all-purpose,flour,soap,waffles,juice,spaghettisauce,vegetables,pork,lunchmeat,juice,cheeses,mixes,aluminumfoil,cereals,waffles,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
1/3/2000,vegetables,soap,soda,cheeses,toiletpaper,shampoo,eggs,papertowels,mixes,individualmeals,coffee/tea,all-purpose,sugar,waffles,flour,pork,bagels,pork,dishwashingliquid/detergent,beef,dishwashingliquid/detergent,cheeses,soap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,spaghettisauce
2/3/2000,coffee/tea,sugar,cheeses,tortillas,all-purpose,milk,pasta,poultry,papertowels,yogurt,eggs,toiletpaper,bagels,pork,milk,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,handsoap
2/3/2000,cheeses,tortillas,spaghettisauce,yogurt,beef,sandwichbags,laundrydetergent,vegetables,soap,eggs,yogurt,juice,shampoo,vegetables,soap,mixes,eggs,dinnerrolls,pork,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cheeses
2/3/2000,fruits,dinnerrolls,vegetables,sandwichloaves,flour,eggs,pork,pork,spaghettisauce,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cereals
3/3/2000,butter,butter,poultry,beef,soap,fruits,vegetables,toiletpaper,bagels,sugar,tortillas,poultry,toiletpaper,fruits,pasta,beef,pasta,soda,dishwashingliquid/detergent,eggs,coffee/tea,cereals,all-purpose,soap,dinnerrolls,,nan,nan,nan,nan,nan,nan,nan,nan,pasta
3/3/2000,soap,sandwichbags,icecream,individualmeals,icecream,mixes,aluminumfoil,bagels,sandwichbags,cereals,butter,beef,dishwashingliquid/detergent,laundrydetergent,sandwichbags,lunchmeat,fruits,eggs,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
4/3/2000,papertowels,spaghettisauce,cereals,dinnerrolls,tortillas,toiletpaper,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,allpurpose
4/3/2000,cereals,spaghettisauce,lunchmeat,fruits,spaghettisauce,beef,shampoo,individualmeals,papertowels,cheeses,aluminumfoil,cheeses,coffee/tea,poultry,aluminumfoil,toiletpaper,butter,waffles,waffles,papertowels,all-purpose,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,icecream
5/3/2000,cheeses,aluminumfoil,lunchmeat,dinnerrolls,sandwichbags,dinnerrolls,flour,fruits,soda,aluminumfoil,vegetables,eggs,mixes,sandwichbags,vegetables,butter,soap,icecream,waffles,bagels,papertowels,individualmeals,lunchmeat,cheeses,vegetables,handsoap,,nan,nan,nan,nan,nan,nan,nan,sandwichloaves
5/3/2000,laundrydetergent,laundrydetergent,individualmeals,poultry,juice,juice,lunchmeat,sandwichbags,beef,dinnerrolls,milk,toiletpaper,pasta,icecream,papertowels,mixes,beef,icecream,spaghettisauce,dishwashingliquid/detergent,milk,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,eggs
6/3/2000,pork,mixes,flour,vegetables,dishwashingliquid/detergent,vegetables,toiletpaper,coffee/tea,soap,bagels,waffles,coffee/tea,pork,individualmeals,poultry,yogurt,sandwichloaves,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,juice
6/3/2000,pasta,eggs,cheeses,vegetables,all-purpose,icecream,handsoap,shampoo,icecream,vegetables,bagels,sandwichloaves,waffles,coffee/tea,spaghettisauce,beef,sandwichloaves,sandwichbags,spaghettisauce,coffee/tea,shampoo,spaghettisauce,flour,fruits,waffles,beef,sandwichbags,,nan,nan,nan,nan,nan,nan,eggs
6/3/2000,juice,sugar,bagels,spaghettisauce,ketchup,shampoo,tortillas,sandwichloaves,vegetables,flour,mixes,dishwashingliquid/detergent,poultry,milk,shampoo,mixes,vegetables,dinnerrolls,vegetables,cereals,individualmeals,lunchmeat,ketchup,sugar,juice,handsoap,flour,sugar,dinnerrolls,laundrydetergent,pasta,,nan,nan,allpurpose
6/3/2000,eggs,ketchup,waffles,butter,sandwichloaves,sugar,sandwichbags,vegetables,shampoo,laundrydetergent,sandwichbags,vegetables,cheeses,cereals,cereals,sugar,papertowels,laundrydetergent,juice,waffles,individualmeals,dinnerrolls,coffee/tea,butter,dinnerrolls,coffee/tea,vegetables,poultry,spaghettisauce,,nan,nan,nan,nan,coffeetea
6/3/2000,fruits,cheeses,waffles,vegetables,sandwichbags,aluminumfoil,pasta,lunchmeat,flour,butter,aluminumfoil,poultry,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
6/3/2000,tortillas,fruits,toiletpaper,milk,butter,cereals,cereals,pasta,bagels,sandwichloaves,beef,cereals,aluminumfoil,coffee/tea,aluminumfoil,papertowels,ketchup,vegetables,vegetables,flour,yogurt,sandwichloaves,icecream,all-purpose,vegetables,juice,,nan,nan,nan,nan,nan,nan,nan,bagels
7/3/2000,laundrydetergent,vegetables,icecream,milk,sugar,mixes,vegetables,tortillas,toiletpaper,milk,sandwichbags,poultry,soda,sandwichloaves,dishwashingliquid/detergent,toiletpaper,individualmeals,sugar,soap,sandwichloaves,pork,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
7/3/2000,butter,cereals,soda,dishwashingliquid/detergent,cheeses,cheeses,sandwichloaves,flour,handsoap,cereals,individualmeals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichloaves
8/3/2000,bagels,aluminumfoil,beef,flour,spaghettisauce,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soap
9/3/2000,pasta,butter,vegetables,dinnerrolls,all-purpose,ketchup,cereals,icecream,toiletpaper,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cereals
9/3/2000,pasta,yogurt,waffles,vegetables,waffles,mixes,cereals,eggs,soda,spaghettisauce,mixes,dinnerrolls,pasta,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
9/3/2000,bagels,aluminumfoil,flour,individualmeals,dinnerrolls,ketchup,tortillas,butter,aluminumfoil,papertowels,toiletpaper,laundrydetergent,dinnerrolls,vegetables,handsoap,coffee/tea,aluminumfoil,toiletpaper,ketchup,papertowels,lunchmeat,fruits,individualmeals,mixes,all-purpose,pork,papertowels,soap,flour,sandwichbags,mixes,dinnerrolls,,nan,sandwichbags
0/3/2000,pasta,fruits,aluminumfoil,handsoap,vegetables,all-purpose,flour,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,icecream
1/3/2000,pork,handsoap,vegetables,ketchup,yogurt,butter,icecream,lunchmeat,laundrydetergent,lunchmeat,butter,yogurt,all-purpose,waffles,soda,all-purpose,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
2/3/2000,vegetables,juice,cereals,pork,poultry,sugar,vegetables,shampoo,yogurt,soap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cereals
2/3/2000,individualmeals,dishwashingliquid/detergent,coffee/tea,dishwashingliquid/detergent,spaghettisauce,cereals,milk,papertowels,lunchmeat,vegetables,sugar,beef,toiletpaper,spaghettisauce,butter,papertowels,pork,beef,eggs,cereals,pasta,tortillas,vegetables,poultry,all-purpose,,nan,nan,nan,nan,nan,nan,nan,nan,bagels
3/3/2000,ketchup,milk,all-purpose,mixes,cheeses,individualmeals,yogurt,yogurt,papertowels,vegetables,pork,shampoo,pork,sugar,soap,sugar,shampoo,coffee/tea,butter,yogurt,vegetables,pork,eggs,bagels,mixes,,nan,nan,nan,nan,nan,nan,nan,nan,shampoo
4/3/2000,icecream,butter,ketchup,ketchup,vegetables,pasta,sugar,eggs,sandwichloaves,individualmeals,spaghettisauce,dinnerrolls,aluminumfoil,eggs,ketchup,poultry,mixes,juice,pasta,handsoap,soda,juice,yogurt,butter,vegetables,individualmeals,,nan,nan,nan,nan,nan,nan,nan,individualmeals
4/3/2000,ketchup,cheeses,individualmeals,spaghettisauce,dishwashingliquid/detergent,soap,all-purpose,fruits,eggs,bagels,beef,waffles,sandwichloaves,vegetables,handsoap,soda,individualmeals,soda,lunchmeat,yogurt,eggs,sugar,flour,tortillas,,nan,nan,nan,nan,nan,nan,nan,nan,nan,spaghettisauce
5/3/2000,spaghettisauce,papertowels,soap,eggs,mixes,coffee/tea,tortillas,eggs,waffles,laundrydetergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
6/3/2000,soda,spaghettisauce,fruits,beef,lunchmeat,sugar,yogurt,aluminumfoil,vegetables,ketchup,dishwashingliquid/detergent,vegetables,eggs,dishwashingliquid/detergent,bagels,soda,vegetables,toiletpaper,cereals,eggs,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichbags
7/3/2000,pasta,vegetables,sugar,pasta,sugar,bagels,milk,coffee/tea,flour,dinnerrolls,aluminumfoil,vegetables,ketchup,aluminumfoil,individualmeals,icecream,ketchup,fruits,cheeses,fruits,cereals,soap,juice,handsoap,bagels,,nan,nan,nan,nan,nan,nan,nan,nan,flour
8/3/2000,cereals,sandwichbags,juice,tortillas,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
9/3/2000,juice,poultry,sandwichbags,individualmeals,shampoo,yogurt,fruits,coffee/tea,vegetables,icecream,poultry,pork,coffee/tea,vegetables,toiletpaper,handsoap,cereals,soap,beef,icecream,waffles,sandwichloaves,vegetables,sandwichbags,sandwichloaves,sandwichbags,juice,vegetables,ketchup,soap,toiletpaper,bagels,juice,,vegetables
9/3/2000,all-purpose,coffee/tea,vegetables,eggs,beef,juice,bagels,vegetables,fruits,juice,vegetables,handsoap,flour,sugar,shampoo,juice,papertowels,aluminumfoil,all-purpose,poultry,pasta,milk,shampoo,yogurt,soda,waffles,,nan,nan,nan,nan,nan,nan,nan,waffles
0/3/2000,eggs,sandwichbags,cereals,handsoap,pasta,laundrydetergent,poultry,eggs,pork,pasta,laundrydetergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
1/3/2000,bagels,vegetables,toiletpaper,cereals,sugar,laundrydetergent,fruits,butter,dinnerrolls,icecream,bagels,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,butter
2/3/2000,yogurt,toiletpaper,coffee/tea,mixes,milk,soda,milk,cereals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,icecream
3/3/2000,pork,handsoap,dishwashingliquid/detergent,vegetables,fruits,cheeses,toiletpaper,coffee/tea,vegetables,yogurt,dinnerrolls,milk,poultry,cheeses,laundrydetergent,cereals,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
3/3/2000,sandwichbags,coffee/tea,cereals,dishwashingliquid/detergent,soap,dishwashingliquid/detergent,papertowels,ketchup,beef,spaghettisauce,fruits,sandwichbags,sandwichbags,cheeses,papertowels,ketchup,vegetables,dinnerrolls,vegetables,handsoap,soap,poultry,shampoo,milk,icecream,soap,handsoap,,nan,nan,nan,nan,nan,nan,papertowels
3/3/2000,coffee/tea,icecream,bagels,pork,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,juice
3/3/2000,all-purpose,ketchup,eggs,dishwashingliquid/detergent,sugar,eggs,waffles,juice,dishwashingliquid/detergent,flour,eggs,all-purpose,flour,sandwichbags,flour,juice,juice,dishwashingliquid/detergent,juice,pasta,yogurt,poultry,laundrydetergent,juice,vegetables,yogurt,shampoo,cheeses,toiletpaper,soda,,nan,nan,nan,beef
4/3/2000,tortillas,vegetables,milk,handsoap,fruits,coffee/tea,sugar,pork,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,flour
5/3/2000,fruits,aluminumfoil,bagels,eggs,flour,cheeses,papertowels,shampoo,aluminumfoil,vegetables,coffee/tea,spaghettisauce,juice,bagels,butter,fruits,soda,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,beef
6/3/2000,dinnerrolls,soda,dinnerrolls,dinnerrolls,handsoap,dinnerrolls,all-purpose,tortillas,sugar,individualmeals,bagels,soap,ketchup,individualmeals,butter,soap,poultry,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pasta
6/3/2000,yogurt,all-purpose,mixes,bagels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,shampoo
7/3/2000,handsoap,laundrydetergent,yogurt,aluminumfoil,bagels,fruits,mixes,mixes,soda,sandwichbags,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,allpurpose
8/3/2000,butter,icecream,individualmeals,all-purpose,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,waffles
9/3/2000,pasta,poultry,cereals,soap,laundrydetergent,pasta,vegetables,dishwashingliquid/detergent,papertowels,papertowels,toiletpaper,lunchmeat,fruits,pork,poultry,beef,all-purpose,sandwichbags,butter,pasta,pork,sugar,beef,shampoo,cheeses,beef,individualmeals,,nan,nan,nan,nan,nan,nan,spaghettisauce
0/3/2000,eggs,dinnerrolls,soap,individualmeals,all-purpose,fruits,dinnerrolls,laundrydetergent,juice,dishwashingliquid/detergent,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,handsoap
0/3/2000,vegetables,dishwashingliquid/detergent,eggs,eggs,vegetables,soda,juice,sugar,icecream,soap,pasta,dishwashingliquid/detergent,individualmeals,coffee/tea,all-purpose,flour,cheeses,soap,poultry,individualmeals,coffee/tea,toiletpaper,icecream,toiletpaper,sugar,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,eggs
0/3/2000,beef,beef,mixes,vegetables,bagels,shampoo,milk,shampoo,flour,lunchmeat,pork,yogurt,poultry,beef,juice,eggs,sandwichbags,eggs,aluminumfoil,beef,poultry,dishwashingliquid/detergent,cheeses,butter,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
1/3/2000,mixes,pork,icecream,juice,dishwashingliquid/detergent,coffee/tea,vegetables,butter,toiletpaper,mixes,juice,papertowels,sandwichloaves,dishwashingliquid/detergent,sandwichbags,dishwashingliquid/detergent,flour,laundrydetergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
1/4/2000,cheeses,ketchup,flour,mixes,tortillas,shampoo,sandwichloaves,fruits,spaghettisauce,lunchmeat,lunchmeat,mixes,dishwashingliquid/detergent,yogurt,sugar,papertowels,papertowels,shampoo,yogurt,flour,lunchmeat,bagels,laundrydetergent,individualmeals,dinnerrolls,icecream,yogurt,,nan,nan,nan,nan,nan,nan,juice
2/4/2000,waffles,mixes,shampoo,laundrydetergent,ketchup,papertowels,dinnerrolls,ketchup,aluminumfoil,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pasta
3/4/2000,fruits,pork,flour,cheeses,yogurt,juice,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
